Classe,Número do RIP,Id. Utilização,Data de cadastramento,UF,Município,Endereço,Bairro,Conceituação,Tipo Imóvel,Regime de Utilização,Proprietário Oficial,Data do Início da Utilização,Área do Terreno Total,Área da União,lat,lng,format_address
USO ESPECIAL,3163000175006,3163000185001.0,19-01-2015,SE,ITAPORANGA D'AJUDA,"R ROOSEVELT DE MENEZES 77 VILA NOVA ESPERANÇA, CADASTRO 80C- LOTE 03 CEP: 49120000",CENTRO,NACIONAL INTERIOR,RESIDÊNCIA,Uso em Serviço Público ,Fundação ou Autarquia (Adm. Pub. Fed. indireta),08-10-2013,"         125,00","         125,00",-11.1173904,-37.2544065,"Itaporanga d'Ajuda - State of Sergipe, 49120-000, Brazil"
USO ESPECIAL,3163000595005,3163000605000.0,06-11-2019,SE,ITAPORANGA D'AJUDA,R ROOSEVELT MENEZES 133 VILA NOVA ESPERANÇA - CADASTRO 38 - LOTE 03 CEP: 49120000,CENTRO,NACIONAL INTERIOR,CASA,Uso em Serviço Público ,Fundação ou Autarquia (Adm. Pub. Fed. indireta),13-09-2019,"         112,50","         112,50",-11.0004226,-37.3096809,"R. Roosevelt Menezes, Itaporanga d'Ajuda - SE, 49120-000, Brazil"
USO ESPECIAL,3163000655008,3163000665003.0,08-11-2019,SE,ITAPORANGA D'AJUDA,R DO CEMITÉRIO (ANTIGA RUA DA ESPERANÇA) - VILA ESPERANÇA 139 CADASTRO 46 - LOTE 03 CEP: 49120000,ZONA URBANA,NÃO INFORMADO,CASA,Uso em Serviço Público ,Fundação ou Autarquia (Adm. Pub. Fed. indireta),23-07-2013,"          80,90","          80,90",-11.1173904,-37.2544065,"Itaporanga d'Ajuda - State of Sergipe, 49120-000, Brazil"
USO ESPECIAL,3165000095009,3165000015005.0,21-12-2001,SE,JAPARATUBA,AV TANCREDO NEVES S/N CENTRO DE CONVIVÊNCIA P/ IDOSOS CEP: 49960000,CENTRO,NACIONAL INTERIOR,CASA,Em regularização - Cessão,Outros,08-03-1989,"       2.295,00","       2.295,00",-10.5629609,-36.9111057,"Japaratuba - State of Sergipe, 49960-000, Brazil"
USO ESPECIAL,3169000055000,3169000015008.0,21-12-2001,SE,LAGARTO,R MATADOURO VELHO S/N CENTRO DE CONVIVÊNCIA P/ IDOSOS CEP: 49400000,CENTRO,NACIONAL INTERIOR,CASA,"Cessão para Prefeituras, Estados e outras Entidades sem Fins Lucrativos",União (Adm. Pub. Fed. direta),20-05-2015,"         520,00","         520,00",-4.8533744,-43.3529992,"Matadouro Velho, Caxias - MA, 65600, Brazil"
USO ESPECIAL,3169000375004,3169000385000.0,27-03-2017,SE,LAGARTO,R PE. ALVARES PITANGUEIRA 22  CEP: 49400000,CENTRO,NACIONAL INTERIOR,CASA,Locação de Terceiros,Outros,01-10-2015,"         313,23","         313,23",-10.9145708,-37.6732504,"R. Padre Álvares Pitangueira, 22 - Centro, Lagarto - SE, 49400-000, Brazil"
USO ESPECIAL,3169000435007,3169000445002.0,12-01-2018,SE,LAGARTO,R RUA ALFREDO BATISTA ( ANTIGA RUA BNB) 96  CEP: 49400000,CENTRO,NACIONAL INTERIOR,RESIDÊNCIA,Em regularização - Entrega,União (Adm. Pub. Fed. direta),12-01-2018,"         343,20","         343,20",-10.9151931,-37.657073,"Av. Sen. Lourival Batista, Lagarto - SE, 49400-000, Brazil"
USO ESPECIAL,3171000025005,3171000015000.0,21-12-2001,SE,LARANJEIRAS,PC HERÁCLITO DINIZ GONÇALVES 73 CENTRO DE CONVIVÊNCIA P/ IDOSOS CEP: 49170000,CENTRO,NACIONAL INTERIOR,CASA,Em regularização - Cessão,Outros,30-09-1977,"         546,36","         546,36",-10.8064536,-37.1901616,"Laranjeiras - State of Sergipe, 49170-000, Brazil"
USO ESPECIAL,3173000025001,3173000015006.0,21-12-2001,SE,MACAMBIRA,AV ANA LUIZA VALADARES S/N CENTRO DE CONVIVÊNCIA PARA IDOSOS CEP: 49565000,CENTRO,NACIONAL INTERIOR,CASA,"Cessão para Prefeituras, Estados e outras Entidades sem Fins Lucrativos",União (Adm. Pub. Fed. direta),22-01-2015,"         500,00","         500,00",-10.6662311,-37.5401997,"Macambira, SE, 49565-000, Brazil"
USO ESPECIAL,3177000025004,3177000015009.0,21-12-2001,SE,MALHADOR,R CABEÇA DO BOI S/N CENTRO DE CONVIVÊNCIA P/ IDOSOS CEP: 49570000,CENTRO,NACIONAL INTERIOR,CASA,"Cessão para Prefeituras, Estados e outras Entidades sem Fins Lucrativos",União (Adm. Pub. Fed. direta),20-06-2011,"       4.000,00","       4.000,00",-10.6578609,-37.3059916,"Malhador, State of Sergipe, 49570-000, Brazil"
USO ESPECIAL,3179000025000,3179000015005.0,21-12-2001,SE,MARUIM,R BRASÍLIA 22  CEP: 49770000,CENTRO,NACIONAL INTERIOR,CASA,"Cessão para Prefeituras, Estados e outras Entidades sem Fins Lucrativos",Outros,15-12-2010,"         850,30","         850,30",-10.7382228,-37.0821602,"Maruim, State of Sergipe, 49770-000, Brazil"
USO ESPECIAL,3179000055007,3179000065002.0,15-12-2011,SE,MARUIM,"FER DE MARUIM, POVOADO SÃO VICENTE S/N NBP 1250033 CEP: 49770000",ESTAÇÃO FERROVIÁRIA,NACIONAL INTERIOR,CASA,Em regularização - Outros,União (Adm. Pub. Fed. direta),30-06-2010,"       1.649,90","       1.649,90",-10.7379937,-37.0817751,"R. Barão de Maruim, Maruim - SE, 49770-000, Brazil"
USO ESPECIAL,3179000195003,3179000205009.0,13-01-2015,SE,MARUIM,SIT SÍTIO NOVA ESPERANÇA S/Nº BR 101/SE - CADASTRO T 237 - LOTE 02 CEP: 49770000,LOT. PADRE LOYOLA,NÃO INFORMADO,RESIDÊNCIA,Uso em Serviço Público ,Fundação ou Autarquia (Adm. Pub. Fed. indireta),21-02-2014,"         162,36","         162,36",-10.7344929,-37.0867909,"BR-101, Brazil"
USO ESPECIAL,3179000255006,3179000265001.0,15-01-2015,SE,MARUIM,ROD BR 101/SE- POVOADO PIÇARREIRA S/Nº CAD 28 - LOTE 02 CEP: 49770000,,NACIONAL INTERIOR,RESIDÊNCIA,Uso em Serviço Público ,Fundação ou Autarquia (Adm. Pub. Fed. indireta),09-04-2014,"       2.187,59","       2.187,59",-10.7344929,-37.0867909,"BR-101, Brazil"
USO ESPECIAL,3179000515008,3179000525003.0,15-02-2019,SE,MARUIM,CH CHÁCARA SANTO ANTÔNIO S/N CADASTRO 25 - LOTE 02 CEP: 49770000,ZONA URBANA,NÃO INFORMADO,RESIDÊNCIA,Uso em Serviço Público ,Fundação ou Autarquia (Adm. Pub. Fed. indireta),26-02-2014,"          28,33","          28,33",-10.7378849,-37.0805902,"R. Santo Antônio, Maruim - SE, 49770-000, Brazil"
USO ESPECIAL,3187000135001,3187000025001.0,21-12-2001,SE,NEOPOLIS,R MAJOR GOMES ASSUNÇÃO 433 IMÓVEL UTILIZADO PELO MUNICÍPIO DE NEOPÓLIS SEC. EDUCAÇÃO CEP: 49980000,,NACIONAL INTERIOR,CASA,"Cessão para Prefeituras, Estados e outras Entidades sem Fins Lucrativos",União (Adm. Pub. Fed. direta),14-05-2008,"         429,32","         429,32",-10.315942,-36.5764419,"Neópolis, State of Sergipe, 49980-000, Brazil"
USO ESPECIAL,3187000145007,3187000015006.0,21-12-2001,SE,NEOPOLIS,R CAMBRAIA S/N CASA CEP: 49980000,CENTRO,NACIONAL INTERIOR,CASA,Uso em Serviço Público ,União (Adm. Pub. Fed. direta),14-02-2002,"         852,00","         852,00",-10.3503897,-36.6741487,"Neópolis - State of Sergipe, 49980-000, Brazil"
USO ESPECIAL,3187000155002,3187000075009.0,21-12-2001,SE,NEOPOLIS,"R RUA DO CAMPO



 S/N 04 PRÉDIOS - CASAS PARA RESIDÊNCIAS FUNCIONAIS CEP: 49980000",POVOADO BETUME,NACIONAL INTERIOR,RESIDÊNCIA,"Cessão para Prefeituras, Estados e outras Entidades sem Fins Lucrativos",Fundação ou Autarquia (Adm. Pub. Fed. indireta),25-11-2010,"       2.424,60","       2.424,60",-10.3503897,-36.6741487,"Neópolis - State of Sergipe, 49980-000, Brazil"
USO ESPECIAL,3189000405005,3189000275004.0,21-12-2001,SE,NOSSA SENHORA DA GLORIA,ROD N. S. GLÓRIA A MONTE  ALEGRE S/N  CEP: 49680000,RODOVIA,NACIONAL INTERIOR,CASA,"Cessão para Prefeituras, Estados e outras Entidades sem Fins Lucrativos",Outros,20-04-1992,"   1.680.000,00","   1.680.000,00",-10.210415,-37.4285162,"R. Monte Alegre, Nossa Sra. da Glória - SE, Brazil"
USO ESPECIAL,3189000415000,3189000225007.0,21-12-2001,SE,NOSSA SENHORA DA GLORIA,RDV N. S. GLÓRIA A MONTE ALEGRE S/N  CEP: 49680000,RODOVIA,NACIONAL INTERIOR,CASA,"Cessão para Prefeituras, Estados e outras Entidades sem Fins Lucrativos",Outros,20-04-1992,"   1.680.000,00","   1.680.000,00",-10.210415,-37.4285162,"R. Monte Alegre, Nossa Sra. da Glória - SE, Brazil"
USO ESPECIAL,3189000425006,3189000055004.0,21-12-2001,SE,NOSSA SENHORA DA GLORIA,AV MANOEL ELYGIO DA MOTA 20 PRÉDIOS E CASAS CEP: 49680000,BRASILIA,NACIONAL INTERIOR,CASA,Uso em Serviço Público ,Fundação ou Autarquia (Adm. Pub. Fed. indireta),27-06-1989,"       3.225,00","       3.225,00",-10.2129208,-37.419562,"R. Manoel Eligio da Mota, 20 - Brasília, Nossa Sra. da Glória - SE, 49680-000, Brazil"
USO ESPECIAL,3189000435001,3189000365003.0,21-12-2001,SE,NOSSA SENHORA DA GLORIA,RDV N. S. GLÓRIA A MONTE  ALEGRE S/N  CEP: 49680000,RODOVIA,NACIONAL INTERIOR,CASA,"Cessão para Prefeituras, Estados e outras Entidades sem Fins Lucrativos",Outros,20-04-1992,"   1.680.000,00","   1.680.000,00",-10.210415,-37.4285162,"R. Monte Alegre, Nossa Sra. da Glória - SE, Brazil"
USO ESPECIAL,3189000445007,3189000265009.0,21-12-2001,SE,NOSSA SENHORA DA GLORIA,RDV N. S. GLÓRIA A MONTE  ALEGRE S/N  CEP: 49680000,RODOVIA,NACIONAL INTERIOR,CASA,"Cessão para Prefeituras, Estados e outras Entidades sem Fins Lucrativos",Outros,20-04-1992,"   1.680.000,00","   1.680.000,00",-10.210415,-37.4285162,"R. Monte Alegre, Nossa Sra. da Glória - SE, Brazil"
USO ESPECIAL,3189000455002,3189000255003.0,21-12-2001,SE,NOSSA SENHORA DA GLORIA,RDV N. S. GLÓRIA A MONTE  ALEGRE S/N  CEP: 49680000,RODOVIA,NACIONAL INTERIOR,CASA,"Cessão para Prefeituras, Estados e outras Entidades sem Fins Lucrativos",Outros,20-04-1992,"   1.680.000,00","   1.680.000,00",-10.210415,-37.4285162,"R. Monte Alegre, Nossa Sra. da Glória - SE, Brazil"
USO ESPECIAL,3189000465008,3189000245008.0,21-12-2001,SE,NOSSA SENHORA DA GLORIA,RDV N. S. GLÓRIA A MONTE  ALEGRE S/N  CEP: 49680000,RODOVIA,NACIONAL INTERIOR,CASA,"Cessão para Prefeituras, Estados e outras Entidades sem Fins Lucrativos",Outros,20-04-1992,"   1.680.000,00","   1.680.000,00",-10.210415,-37.4285162,"R. Monte Alegre, Nossa Sra. da Glória - SE, Brazil"
USO ESPECIAL,3189000475003,3189000235002.0,21-12-2001,SE,NOSSA SENHORA DA GLORIA,RDV N. S. GLÓRIA A MONTE  ALEGRE S/N  CEP: 49680000,RODOVIA,NACIONAL INTERIOR,CASA,"Cessão para Prefeituras, Estados e outras Entidades sem Fins Lucrativos",Outros,20-04-1992,"   1.680.000,00","   1.680.000,00",-10.210415,-37.4285162,"R. Monte Alegre, Nossa Sra. da Glória - SE, Brazil"
USO ESPECIAL,3191000215003,3191000225009.0,24-03-2017,SE,NOSSA SENHORA DAS DORES,R BENJAMIN CONSTANT 392  CEP: 49600000,CENTRO,NACIONAL INTERIOR,CASA,Locação de Terceiros,Outros,15-12-2014,"         156,00","         156,00",-10.4906725,-37.1971241,"R. Benjamin Constant, 392 - Nossa Sra. Das Dores, Nossa Sra. das Dores - SE, 49600-000, Brazil"
USO ESPECIAL,3199000035000,3199000025005.0,21-12-2001,SE,PEDRA MOLE,"R AUGUSTO FRANCO, 79, 81, 95, S/N E 111 S/N CASA CONSTRUÍDAS POR PARTICULARES CEP: 49512000",CENTRO,NACIONAL INTERIOR,CASA,Esbulhado (Invadido),Fundação ou Autarquia (Adm. Pub. Fed. indireta),,"       1.200,00","       1.200,00",-10.6176278,-37.6858087,"R. Augusto Franco, 79 - 111 S/N CASA, Pedra Mole - SE, 49512-000, Brazil"
USO ESPECIAL,3199000045006,3199000015000.0,21-12-2001,SE,PEDRA MOLE,PC DOS ESTUDANTES S/N CENTRO DE CONVIVÊNCIA P/ IDOSOS CEP: 49512000,,NACIONAL INTERIOR,CASA,"Cessão para Prefeituras, Estados e outras Entidades sem Fins Lucrativos",União (Adm. Pub. Fed. direta),20-05-2015,"       1.558,38","       1.558,38",-10.6195961,-37.6876235,"Pedra Mole, SE, 49512-000, Brazil"
USO ESPECIAL,3201000015005,3201000025000.0,09-12-2015,SE,PEDRINHAS,R FRANCISCO TEOTONIO 211 IMÓVEL DA EX-RFFSA CEP: 49350000,,NACIONAL INTERIOR,CASA,Uso em Serviço Público ,União (Adm. Pub. Fed. direta),16-09-2011,"         307,75","         307,75",-11.19141,-37.677793,"R. Francisco Teotonio, 211 - A Definir, Pedrinhas - SE, 49350-000, Brazil"
USO ESPECIAL,3213000155005,3213000165000.0,15-12-2011,SE,PROPRIA,"ROD BR 101, KM 02 S/N NBP 1250017-0 CEP: 49900000",,NACIONAL INTERIOR,CASA,Em regularização - Outros,União (Adm. Pub. Fed. direta),19-04-2011,"       2.254,70","       2.254,70",-7.1900011,-34.903067,"Rua Hortencio Ribeiro De Luna, 1151 - BR-101, Km 2 - Distrito Industrial, João Pessoa - PB, 58081-400, Brazil"
USO ESPECIAL,3213000175006,3213000185001.0,15-12-2011,SE,PROPRIA,"ROD BR 101, KM 02 S/N NBP 1250018 CEP: 49900000",,NACIONAL INTERIOR,CASA,Em regularização - Outros,União (Adm. Pub. Fed. direta),19-04-2011,"         626,50","         626,50",-7.1900011,-34.903067,"Rua Hortencio Ribeiro De Luna, 1151 - BR-101, Km 2 - Distrito Industrial, João Pessoa - PB, 58081-400, Brazil"
USO ESPECIAL,3213000195007,3213000205002.0,15-12-2011,SE,PROPRIA,R DA LINHA 72 NBP 8290221 CEP: 49900000,,NACIONAL INTERIOR,CASA,Em regularização - Outros,União (Adm. Pub. Fed. direta),19-04-2011,"          58,30","          58,30",-10.2119758,-36.8404516,"R. da Linha, Propriá - SE, 49900-000, Brazil"
USO ESPECIAL,3213000215008,3213000225003.0,15-12-2011,SE,PROPRIA,R DA LINHA 68 NBP 8000080 CEP: 49900000,,NACIONAL INTERIOR,CASA,Em regularização - Outros,União (Adm. Pub. Fed. direta),19-04-2011,"         117,62","         117,62",-10.2119758,-36.8404516,"R. da Linha, Propriá - SE, 49900-000, Brazil"
USO ESPECIAL,3213000265005,3213000275000.0,26-12-2014,SE,PROPRIA,"AC BR 101, KM 02, CASA 03 03  CEP: 49900000",MATADOURO,NACIONAL INTERIOR,CASA,Uso em Serviço Público ,União (Adm. Pub. Fed. direta),17-12-2001,"         893,08","         893,08",-7.1900011,-34.903067,"Rua Hortencio Ribeiro De Luna, 1151 - BR-101, Km 2 - Distrito Industrial, João Pessoa - PB, 58081-400, Brazil"
USO ESPECIAL,3213000405001,3213000415007.0,30-03-2017,SE,PROPRIA,R MARECHAL DEODORO 10  CEP: 49900000,CENTRO,NACIONAL INTERIOR,CASA,Locação de Terceiros,Outros,29-09-2011,"         313,23","         313,23",-10.2073411,-36.8377852,"R. Mal. Deodoro da Fonseca, 10, Propriá - SE, 49900-000, Brazil"
USO ESPECIAL,3219000025003,3219000015008.0,21-12-2001,SE,RIBEIROPOLIS,R RUI BARBOSA S/N CASA CEP: 49530000,CENTRO,NACIONAL INTERIOR,CASA,Uso em Serviço Público ,Outros,12-08-2002,"       3.650,09","       3.650,09",-10.5378089,-37.441256,"R. Antônio José Barbosa, Ribeirópolis - SE, 49530-000, Brazil"
USO ESPECIAL,3221000035000,3221000045006.0,31-12-2013,SE,ROSARIO DO CATETE,R PADRE ROCHA VILLAR 61  CEP: 49760000,CENTRO,NACIONAL INTERIOR,CASA,Em regularização - Outros,União (Adm. Pub. Fed. direta),22-01-2007,"         299,43","         299,43",-10.6950568,-37.0306726,"Tv. Padre Rocha Vilar, 61, Rosário do Catete - SE, 49760-000, Brazil"
USO ESPECIAL,3221000075002,3221000085008.0,26-12-2014,SE,ROSARIO DO CATETE,R PADRE ROCHA VILAR S/N CASA DO TRABALHADOR CEP: 49760000,CENTRO,NACIONAL INTERIOR,CASA,Uso em Serviço Público ,União (Adm. Pub. Fed. direta),02-06-2000,"         812,88","         812,88",-10.6951202,-37.0308504,"R. Padre Rocha Villar, Rosário do Catete - SE, 49760-000, Brazil"
USO ESPECIAL,3221000115004,3221000125000.0,09-12-2015,SE,ROSARIO DO CATETE,R PADRE ROCHA VILAR 61 NBP 1050478 CEP: 49760000,,NACIONAL INTERIOR,CASA,Uso em Serviço Público ,União (Adm. Pub. Fed. direta),10-10-2010,"         299,43","         299,43",-10.6959437,-37.0322599,"R. Padre Rocha Villar, 379, Rosário do Catete - SE, 49760-000, Brazil"
USO ESPECIAL,3223000025001,3223000015006.0,21-12-2001,SE,SALGADO,ROD LOURIVAL BAPTISTA S/N CENTRO DE CONVIVÊNCIA E CRECHE CEP: 49390000,,NACIONAL INTERIOR,CASA,Uso em Serviço Público ,União (Adm. Pub. Fed. direta),30-03-2008,"       2.670,22","       2.670,22",-11.0102587,-37.5075147,"Rodovia Lourival Batista, Sergipe, Brazil"
USO ESPECIAL,3225000085000,3225000025008.0,21-12-2001,SE,SANTA LUZIA DO ITANHY,"R FLORIANO PEIXOTO, ACESSO PELA AVENIDA GOV. JOÃO ALVES FILHO S/N CRECHE CEP: 49230000",,NACIONAL INTERIOR,CASA,Uso em Serviço Público ,Outros,01-01-2002,"       2.916,00","       2.916,00",-11.3660246,-37.4894776,"Santa Luzia do Itanhy - State of Sergipe, 49230-000, Brazil"
USO ESPECIAL,3225000095006,3225000015002.0,21-12-2001,SE,SANTA LUZIA DO ITANHY,R ZONA URBANA S/N CENTRO DE CONVIVÊNCIA P/ IDOSOS CEP: 49230000,,NACIONAL INTERIOR,CASA,Em regularização - Cessão,Outros,25-04-1989,"       3.000,00","       3.000,00",-11.3526411,-37.4484851,"Santa Luzia do Itanhy, SE, 49230-000, Brazil"
USO ESPECIAL,3225000105001,3225000035003.0,21-12-2001,SE,SANTA LUZIA DO ITANHY,R ESTÂNCIA 18 CASA CEP: 49230000,POVOADO CASTRO,NACIONAL INTERIOR,CASA,Uso em Serviço Público ,Fundação ou Autarquia (Adm. Pub. Fed. indireta),09-09-2000,"         317,75","         317,75",-11.3813202,-37.6648165,"R. Estância, 18, Umbaúba - SE, 49260-000, Brazil"
USO ESPECIAL,3233001555001,3233001565007.0,08-10-2004,SE,SAO CRISTOVAO,"SOL ERUNDINO PRADO, CIDADE ALTA 50  CEP: 49100000",,NACIONAL INTERIOR,CASA,Uso em Serviço Público ,Fundação ou Autarquia (Adm. Pub. Fed. indireta),20-08-2004,"         399,88","         399,88",-11.013795,-37.2081566,"R. Erundino Prado Neto - Centro, São Cristóvão - SE, 49100-000, Brazil"
USO ESPECIAL,3233001655006,3233001665001.0,12-01-2015,SE,SAO CRISTOVAO,LT RUA DAS ALGAROBAS JARDIM MATOSA S/Nº CADASTRO 31 E - LOTE 03 CEP: 49100000,POVOADO FEIJÃO,NÃO INFORMADO,RESIDÊNCIA,Uso em Serviço Público ,Fundação ou Autarquia (Adm. Pub. Fed. indireta),26-09-2013,"         342,28","         342,28",-10.9666739,-37.2544065,"São Cristóvão - State of Sergipe, 49100-000, Brazil"
USO ESPECIAL,3235000025005,3235000015000.0,21-12-2001,SE,SAO DOMINGOS,R MANGEIRA S/N CENTRO DE CONVIVÊNCIA E CRECHE CEP: 49525000,ZONA RURAL,NACIONAL INTERIOR,CASA,"Cessão para Prefeituras, Estados e outras Entidades sem Fins Lucrativos",União (Adm. Pub. Fed. direta),10-06-2015,"       4.000,00","       4.000,00",-10.790283,-37.5683578,"São Domingos, SE, 49525-000, Brazil"
USO ESPECIAL,3241000065001,3241000025000.0,21-12-2001,SE,SIMAO DIAS,PC JOSÉ BARRETO 39 CASA CEP: 49480000,,NACIONAL INTERIOR,CASA,Uso em Serviço Público ,Outros,16-02-2009,"       1.102,66","       1.102,66",-10.7379833,-37.8127044,"R. Cipriano A. de Souza, Simão Dias - SE, 49480-000, Brazil"
USO ESPECIAL,3241000085002,3241000035005.0,21-12-2001,SE,SIMAO DIAS,R ABEL JACÓ DOS SANTOS S/N CENTRO DE CONVIVÊNCIA PARA IDOSOS CEP: 49480000,,NACIONAL INTERIOR,CASA,Uso em Serviço Público ,Outros,27-03-1989,"       3.634,62","       3.634,62",-10.7408382,-37.8149184,"Praça Abel Jacó dos Santos, Simão Dias - SE, 49480-000, Brazil"
USO ESPECIAL,3247000065000,3247000035004.0,21-12-2001,SE,TOBIAS BARRETO,PC NICEU DANTAS 260  CEP: 49300000,CENTRO,NACIONAL INTERIOR,RESIDÊNCIA,Disponível para Alienação,Fundação ou Autarquia (Adm. Pub. Fed. indireta),29-10-2013,"         445,50","         445,50",-11.189614,-38.0011016,"Praça Dr. Niceu Dantas - Tobias Barreto, SE, 49300-000, Brazil"
USO ESPECIAL,3265000135007,3265000145002.0,11-02-2020,BA,BONITO,ROD BA 046 (UTINGA-BONITO) FAZENDA EXPERIMENTAL RIO REAL SN  CEP: 46820000,,NACIONAL INTERIOR,CASA,Em regularização - Cessão,União (Adm. Pub. Fed. direta),01-01-2020,"     530.000,00","     530.000,00",-11.9668402,-41.2641196,"BA-046, Bahia, Brazil"
USO ESPECIAL,3265000135007,3265000155008.0,11-02-2020,BA,BONITO,ROD BA 046 (UTINGA-BONITO) FAZENDA EXPERIMENTAL RIO REAL SN  CEP: 46820000,,NACIONAL INTERIOR,CASA,Vago para uso,União (Adm. Pub. Fed. direta),01-01-2020,"     530.000,00","     530.000,00",-11.9668402,-41.2641196,"BA-046, Bahia, Brazil"
USO ESPECIAL,33000105003,33000115009.0,11-07-2014,RO,ALTA FLORESTA D'OESTE,AV BAHIA 4528  CEP: 78994000,CENTRO,NACIONAL INTERIOR,CASA,Uso em Serviço Público ,Fundação ou Autarquia (Adm. Pub. Fed. indireta),11-07-2014,"         420,00","         420,00",-11.9316428,-61.99073069999999,"Av. Bahia - Alta Floresta D'Oeste, RO, 76954-000, Brazil"
USO ESPECIAL,3307000025006,3307000035001.0,14-11-2002,BA,AGUA FRIA,R OSCAR SANTANA SN  CEP: 48170000,BARRA DE ÁGUA FRIA,NACIONAL INTERIOR,CASA,Esbulhado (Invadido),União (Adm. Pub. Fed. direta),,"         744,16","         744,16",-11.8883644,-38.7682115,"R. Oscár de Santana Ferrovia - Água Fria, BA, 48170-000, Brazil"
USO ESPECIAL,3313000095009,3313000075008.0,21-12-2001,BA,ALAGOINHAS,ROD BR 101 KM 101 S/N POSTO PRF DE ALAGOINHAS CEP: 48100000,SAUIPE,NACIONAL INTERIOR,CASA,Em regularização - Entrega,União (Adm. Pub. Fed. direta),23-12-1992,"       4.374,10","       4.374,10",-5.7623639,-35.2868696,"BR-101, 101 KM 10.5 S/N - S/N - Nossa Sra. da Apresentação, Natal - RN, 59115-900, Brazil"
USO ESPECIAL,3313000115000,3313000065002.0,21-12-2001,BA,ALAGOINHAS,"LT PARQUE ALAGOINHAS 50 CRUZAMENTO COM A RUA E LOTES- 14,15E17 CEP: 48005470",PARQUE ALAGOINHAS,NACIONAL INTERIOR,CASA,Entrega - Administração Federal Direta,União (Adm. Pub. Fed. direta),19-11-1992,"       1.300,96","       1.300,96",-12.1339689,-38.4211223,"Alagoinhas, State of Bahia, Brazil"
USO ESPECIAL,3313000135000,3313000055007.0,21-12-2001,BA,ALAGOINHAS,PRQ JOSÉ DÓRIA S/Nº  CEP: 48005904,PQ JOSÉ DÓRIA,NACIONAL INTERIOR,RESIDÊNCIA,Entrega - Administração Federal Direta,União (Adm. Pub. Fed. direta),08-09-1993,"         945,00","         945,00",-12.1402748,-38.4199017,"Parque Jose Dorea - Centro, Alagoinhas - BA, 48005-100, Brazil"
USO ESPECIAL,3313000195003,3313000205009.0,20-06-2012,BA,ALAGOINHAS,R HEITOR FONTOURA 11 CASA CEP: 48091490,CENTRO,NACIONAL INTERIOR,CASA,Locação de Terceiros,Outros,17-06-2011,"         416,00","         416,00",-12.142056,-38.4245161,"R. Heitor Fontoura, 11 - Centro, Alagoinhas - BA, 48005, Brazil"
USO ESPECIAL,3313000275007,3313000285002.0,27-03-2017,BA,ALAGOINHAS,R CARLOS AZEVEDO 199  CEP: 48005410,CENTRO,NACIONAL INTERIOR,CASA,Locação de Terceiros,Outros,16-05-2016,"         460,08","         460,08",-12.1411521,-38.426437,"R. Carlos de Azevedo, 199 - Centro, Alagoinhas - BA, 48005-410, Brazil"
USO ESPECIAL,3319000125004,3319000135000.0,04-04-2012,BA,AMARGOSA,R MARQUES DO HERVAL 55 CASA DO DUCA CEP: 45300000,CENTRO,NACIONAL INTERIOR,CASA,Uso em Serviço Público ,Fundação ou Autarquia (Adm. Pub. Fed. indireta),07-01-2010,"         618,00","         618,00",-13.0285524,-39.6030057,"R. Marque de Herval, 55 - Amargosa, BA, 45300-000, Brazil"
USO ESPECIAL,3319000165006,3319000175001.0,04-07-2012,BA,AMARGOSA,PC DA BANDEIRA 201  CEP: 45300970,CENTRO,NACIONAL INTERIOR,CASA,Locação de Terceiros,Outros,01-12-2014,"         500,00","         500,00",-13.0326068,-39.5996499,"Praça da Bandeira, 201 - Amargosa, BA, 45300-000, Brazil"
USO ESPECIAL,3319000185007,3319000195002.0,05-07-2012,BA,AMARGOSA,R BENEDITO ALMEIDA 239  CEP: 45300970,CENTRO,NACIONAL INTERIOR,CASA,Locação de Terceiros,Outros,24-11-2014,"         565,22","         565,22",-13.0311598,-39.6055922,"R. Cel. B. Almeida, 239 - Amargosa, BA, 45300-000, Brazil"
USO ESPECIAL,3323000065000,3323000015002.0,21-12-2001,BA,ANAGE,RIO BARRAGEM DE ANAJÉ S/N  CEP: 45180000,ANAJÉ,NACIONAL INTERIOR,CASA,Uso em Serviço Público ,Fundação ou Autarquia (Adm. Pub. Fed. indireta),05-05-1987,"     913.947,00","     913.947,00",-14.6126249,-41.1380494,"Anagé, State of Bahia, Brazil"
USO ESPECIAL,3327000065002,3327000075008.0,30-07-2002,BA,ANGICAL,AV SETE DE SETEMBRO S/N DISTRITO DE MISSÃO DE ARICOBÉ CEP: 47960000,CENTRO,NACIONAL INTERIOR,CASA,Uso em Serviço Público ,Fundação ou Autarquia (Adm. Pub. Fed. indireta),31-12-1991,"         360,00","         360,00",,,
USO ESPECIAL,3329000025007,3329000035002.0,14-11-2002,BA,ANGUERA,AV FEIRA DE SANTANA S/N  CEP: 44670000,CENTRO,NACIONAL INTERIOR,CASA,Em regularização - Cessão,União (Adm. Pub. Fed. direta),01-01-2012,"         756,00","         756,00",-12.1521646,-39.2410788,"Av. Feira de Santana, Anguera - BA, 44670-000, Brazil"
