Classe,Número do RIP,Id. Utilização,Data de cadastramento,UF,Município,Endereço,Bairro,Conceituação,Tipo Imóvel,Regime de Utilização,Proprietário Oficial,Data do Início da Utilização,Área do Terreno Total,Área da União,lat,lng,format_address
IMOVEL FUNCIONAL,9701185895001,9701035135001.0,21-12-2001,DF,BRASILIA,Q SQN 313 BLOCO B 106  CEP: 70766020,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.062,50","       1.062,50",-15.7483091,-47.8927614,"Asa Norte Superquadra Norte 313 BL B - Brasília, DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701185935003,9701035275008.0,21-12-2001,DF,BRASILIA,Q SQN 304 BLOCO D 107 APARTAMENTO CEP: 70736040,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       2.272,00","       2.272,00",-15.7751369,-47.8865472,"Asa Norte Superquadra Norte 304 BL D - Brasília, DF, 70755-540, Brazil"
IMOVEL FUNCIONAL,9701185945009,9701031675001.0,21-12-2001,DF,BRASILIA,Q SQN 307 BLOCO D 505 APARTAMENTO CEP: 70746040,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.054,37","       1.054,37",-15.7681069,-47.88746630000001,"Asa Norte Superquadra Norte 307 BL D - Brasília, DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701185955004,9701031695002.0,21-12-2001,DF,BRASILIA,Q SQN 108 BLOCO G 201 APARTAMENTO CEP: 70744070,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.054,37","       1.054,37",-15.7639302,-47.8856617,"0 - Asa Norte Superquadra Norte 108 - Asa Norte, Brasília - DF, 70744-070, Brazil"
IMOVEL FUNCIONAL,9701185975005,9701031795007.0,21-12-2001,DF,BRASILIA,Q SQS 316 BLOCO H 605  CEP: 70387080,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.050,00","       1.050,00",-15.8296551,-47.9274613,"SQS 316 Bl. H - Asa Sul Superquadra Sul 316 - Asa Sul, Brasília - DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701185985000,9701031805002.0,21-12-2001,DF,BRASILIA,Q SQS 316 BLOCO K 506  CEP: 70387110,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.400,00","       1.400,00",-15.8288751,-47.9271661,"SQS 316 Bl. K - Asa Sul Superquadra Sul 316 - Brasília, DF, 70387-110, Brazil"
IMOVEL FUNCIONAL,9701185995006,9701031815008.0,21-12-2001,DF,BRASILIA,Q SQS 302 BLOCO D 202 APARTAMENTO CEP: 70338040,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.066,73","       1.066,73",-15.801404,-47.89128119999999,"Asa Sul Superquadra Sul 302 BL D - Asa Sul, Brasília - DF, 70338-000, Brazil"
IMOVEL FUNCIONAL,9701186015005,9701031845004.0,21-12-2001,DF,BRASILIA,Q SQS 316 BLOCO I 504 APARTAMENTO CEP: 70387090,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.050,00","       1.050,00",-15.8297828,-47.92813959999999,"Asa Sul Superquadra Sul 316 BL I - Asa Sul, Brasília - DF, 70387-000, Brazil"
IMOVEL FUNCIONAL,9701186025000,9701031855000.0,21-12-2001,DF,BRASILIA,Q SQN 112 BLOCO B 203 APARTAMENTO CEP: 70762020,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.062,50","       1.062,50",-15.7507117,-47.8908384,"SQN 112 Bl. B - Asa Norte Superquadra Norte 112 - Asa Norte, Brasília - DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186025000,9701335815008.0,21-12-2001,DF,BRASILIA,Q SQN 112 BLOCO B 203 APARTAMENTO CEP: 70762020,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.062,50","       1.062,50",-15.7507117,-47.8908384,"SQN 112 Bl. B - Asa Norte Superquadra Norte 112 - Asa Norte, Brasília - DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186045001,9701031875000.0,21-12-2001,DF,BRASILIA,Q SQS 316 BLOCO H 203 APARTAMENTO CEP: 70387080,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.050,00","       1.050,00",-15.8296551,-47.9274613,"SQS 316 Bl. H - Asa Sul Superquadra Sul 316 - Asa Sul, Brasília - DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186055007,9701031895001.0,21-12-2001,DF,BRASILIA,Q SQN 105 BLOCO G 502 APARTAMENTO CEP: 70734070,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.008,00","       1.008,00",-15.7729434,-47.88349299999999,"SQN 105 Bl. G - Asa Norte Superquadra Norte 105 - Asa Norte, Brasília - DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186075008,9701031955004.0,21-12-2001,DF,BRASILIA,Q SQN 112 BLOCO A 301 APARTAMENTO CEP: 70762010,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.062,50","       1.062,50",-15.7513317,-47.8906307,"SQN 112 Bl. A - Asa Norte Superquadra Norte 112 - Asa Norte, Brasília - DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186085003,9701031965000.0,21-12-2001,DF,BRASILIA,Q SQN 308 BLOCO I 601 APARTAMENTO CEP: 70747090,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.054,38","       1.054,38",-15.7646758,-47.8894887,"SQN 308 Bloco I - Asa Norte Superquadra Norte 308 - Asa Norte, Brasília - DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186095009,9701031975005.0,21-12-2001,DF,BRASILIA,Q SQN 308 BLOCO K 603  CEP: 70747110,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.054,38","       1.054,38",-15.763646,-47.88981,"SQN 308 Bloco K - Asa Norte Superquadra Norte 308 - Brasília, DF, 70747-110, Brazil"
IMOVEL FUNCIONAL,9701186105004,9701031985000.0,21-12-2001,DF,BRASILIA,Q SQS 316 BLOCO I 101 APARTAMENTO CEP: 70387090,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.050,00","       1.050,00",-15.8297828,-47.92813959999999,"Asa Sul Superquadra Sul 316 BL I - Asa Sul, Brasília - DF, 70387-000, Brazil"
IMOVEL FUNCIONAL,9701186125005,9701032005000.0,21-12-2001,DF,BRASILIA,Q SQS 312 BLOCO B 201  CEP: 70365020,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         982,67","         982,67",-15.8227242,-47.9157531,"Asa Sul Superquadra Sul 312 BL B - Asa Sul, Brasília - DF, 70365-000, Brazil"
IMOVEL FUNCIONAL,9701186135000,9701032015005.0,21-12-2001,DF,BRASILIA,Q SQS 312 BLOCO J 501  CEP: 70365100,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         982,00","         982,00",-15.8206587,-47.91672029999999,"SQS 312 Bl J - s/n PA - Brasília, DF, 70365-100, Brazil"
IMOVEL FUNCIONAL,9701186145006,9701032025000.0,21-12-2001,DF,BRASILIA,Q SQS 402 BLOCO O 301  CEP: 70236150,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         960,00","         960,00",-15.8067343,-47.8822711,"Asa Sul Superquadra Sul 402 BL O - Brasília, DF, 70236-000, Brazil"
IMOVEL FUNCIONAL,9701186175002,9701032055007.0,21-12-2001,DF,BRASILIA,Q SQS 402 BLOCO M 103  CEP: 70236130,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         960,00","         960,00",-15.8076942,-47.8828663,"Asa Sul Superquadra Sul 402 BL M - Brasília, DF, 70236-000, Brazil"
IMOVEL FUNCIONAL,9701186185008,9701032095009.0,21-12-2001,DF,BRASILIA,Q SQN 409 BLOCO K 107 APARTAMENTO CEP: 70857110,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         720,00","         720,00",-15.7589287,-47.88096669999999,"BL K - Asa Norte, Brasília - DF, 70857-110, Brazil"
IMOVEL FUNCIONAL,9701186195003,9701032105004.0,21-12-2001,DF,BRASILIA,Q SQN 112 BLOCO C 607 BLOCO C CEP: 70762030,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.062,50","       1.062,50",-15.750917,-47.8906578,"SQN 112 Bl. C - Asa Norte Superquadra Norte 112 - Asa Norte, Brasília - DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186205009,9701032115000.0,21-12-2001,DF,BRASILIA,Q SQN 412 BLOCO F 301  CEP: 70867060,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         720,00","         720,00",-15.7494796,-47.8817391,"Asa Norte Superquadra Norte 412 BL F - Brasília, DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186245000,9701032155001.0,21-12-2001,DF,BRASILIA,Q SQN 105 BLOCO D 402 APARTAMENTO CEP: 70734040,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.008,00","       1.008,00",-15.7723355,-47.8835746,"Asa Norte Superquadra Norte 105 BL D - Asa Norte, Brasília - DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186255006,9701032165007.0,21-12-2001,DF,BRASILIA,Q SQN 308 BLOCO A 501  CEP: 70747010,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.054,37","       1.054,37",-15.7638993,-47.8877531,"Asa Norte Superquadra Norte 308 BL A - Brasília, DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186265001,9701032185008.0,21-12-2001,DF,BRASILIA,Q SQN 307 BLOCO A 107  CEP: 70746010,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.054,37","       1.054,37",-15.7668538,-47.886866,"Asa Norte Superquadra Norte 307 BL A - Brasília, DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186275007,9701032195003.0,21-12-2001,DF,BRASILIA,Q SQS 302 BLOCO E 202 APARTAMENTO CEP: 70338050,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.165,73","       1.165,73",-15.8009312,-47.891937,"SHCS - Brasilia, Federal District, 70338-050, Brazil"
IMOVEL FUNCIONAL,9701186285002,9701032215004.0,21-12-2001,DF,BRASILIA,Q SQS 316 BLOCO F 104 APARTAMENTO CEP: 70387060,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.050,00","       1.050,00",-15.8293936,-47.9265742,"Asa Sul Superquadra Sul 316 BL F - Asa Sul, Brasília - DF, 70387-000, Brazil"
IMOVEL FUNCIONAL,9701186295008,9701032225000.0,21-12-2001,DF,BRASILIA,Q SQS 316 BLOCO C 601 APARTAMENTO CEP: 70387030,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         982,00","         982,00",-15.8299436,-47.9261104,"Asa Sul Superquadra Sul 316 BL C - Brasília, DF, 70387-000, Brazil"
IMOVEL FUNCIONAL,9701186305003,9701032235005.0,21-12-2001,DF,BRASILIA,Q SQS 316 BLOCO K 308  CEP: 70387110,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.400,00","       1.400,00",-15.8288751,-47.9271661,"SQS 316 Bl. K - Asa Sul Superquadra Sul 316 - Brasília, DF, 70387-110, Brazil"
IMOVEL FUNCIONAL,9701186315009,9701032245000.0,21-12-2001,DF,BRASILIA,Q SQS 109 BLOCO E 403 BLOCO E CEP: 70372050,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       2.265,00","       2.265,00",-15.8194826,-47.90609329999999,"Asa Sul Superquadra Sul 109 BL E - Asa Sul, Brasília - DF, 70372-000, Brazil"
IMOVEL FUNCIONAL,9701186335000,9701032285002.0,21-12-2001,DF,BRASILIA,Q SQS 109 BLOCO C 519  CEP: 70372030,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       2.265,00","       2.265,00",-15.8178514,-47.90694329999999,"Asa Sul Superquadra Sul 109 BL C - Asa Sul, Brasília - DF, 70372-000, Brazil"
IMOVEL FUNCIONAL,9701186345005,9701032295008.0,21-12-2001,DF,BRASILIA,Q SQS 216 BLOCO E 301 APARTAMENTO CEP: 70295050,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         982,67","         982,67",-15.836045,-47.9224515,"Asa Sul Superquadra Sul 216 BL E - Asa Sul, Brasília - DF, 70295-000, Brazil"
IMOVEL FUNCIONAL,9701186355000,9701032305003.0,21-12-2001,DF,BRASILIA,Q SQS 207 BLOCO I 502  CEP: 70253090,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         484,26","         484,26",-15.8185075,-47.8991245,"Asa Sul Superquadra Sul 207 BL I - Asa Sul, Brasília - DF, 70253-000, Brazil"
IMOVEL FUNCIONAL,9701186365006,9701032325004.0,21-12-2001,DF,BRASILIA,Q SQN 104 BLOCO H 105 APARTAMENTO CEP: 70733080,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.008,00","       1.008,00",-15.7756201,-47.8827498,"Asa Norte Superquadra Norte 104 BL H - Asa Norte, Brasília - DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186375001,9701032335000.0,21-12-2001,DF,BRASILIA,Q SQS 311 BLOCO F 601 APARTAMENTO CEP: 70364060,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         902,80","         902,80",-15.8200107,-47.9134371,"Asa Sul Superquadra Sul 311 BL F - Asa Sul, Brasília - DF, 70364-000, Brazil"
IMOVEL FUNCIONAL,9701186435004,9701032465000.0,21-12-2001,DF,BRASILIA,Q SQN 304 BLOCO C 302  CEP: 70736030,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.137,83","       1.137,83",-15.7755538,-47.8859393,"Asa Norte Superquadra Norte 304 BL C - Brasília, DF, 70755-540, Brazil"
IMOVEL FUNCIONAL,9701186475006,9701032525003.0,21-12-2001,DF,BRASILIA,Q SQN 202 BLOCO G 602 APARTAMENTO CEP: 70832070,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.388,62","       1.388,62",-15.7813312,-47.8792869,"Asa Norte Superquadra Norte 202 BL G - Brasília, DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186485001,9701032535009.0,21-12-2001,DF,BRASILIA,Q SQS 311 BLOCO F 101  CEP: 70364060,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         902,80","         902,80",-15.8200107,-47.9134371,"Asa Sul Superquadra Sul 311 BL F - Asa Sul, Brasília - DF, 70364-000, Brazil"
IMOVEL FUNCIONAL,9701186505002,9701032565005.0,21-12-2001,DF,BRASILIA,Q SQN 104 BLOCO C 405 APARTAMENTO CEP: 70733030,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.008,00","       1.008,00",-15.79156,-47.87478,"Saan Qd 01 Lt 140 - s/n bl C - Brasília, DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186515008,9701032585006.0,21-12-2001,DF,BRASILIA,Q SQN 304 BLOCO H 104  CEP: 70736080,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.137,83","       1.137,83",-15.7768551,-47.8854475,"Asa Norte Superquadra Norte 304 BL H - Brasília, DF, 70755-540, Brazil"
IMOVEL FUNCIONAL,9701186525003,9701032595001.0,21-12-2001,DF,BRASILIA,Q SQN 108 BLOCO B 102 APARTAMENTO CEP: 70744020,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.054,37","       1.054,37",-15.7634569,-47.8864663,"Asa Norte Superquadra Norte 108 BL B - Asa Norte, Brasília - DF, 70744-020, Brazil"
IMOVEL FUNCIONAL,9701186535009,9701032605007.0,21-12-2001,DF,BRASILIA,Q SQS 316 BLOCO I 104  CEP: 70387090,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.050,00","       1.050,00",-15.8297828,-47.92813959999999,"Asa Sul Superquadra Sul 316 BL I - Asa Sul, Brasília - DF, 70387-000, Brazil"
IMOVEL FUNCIONAL,9701186545004,9701032615002.0,21-12-2001,DF,BRASILIA,Q SQN 304 BLOCO H 506  CEP: 70736080,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.137,85","       1.137,85",-15.7768551,-47.8854475,"Asa Norte Superquadra Norte 304 BL H - Brasília, DF, 70755-540, Brazil"
IMOVEL FUNCIONAL,9701186565005,9701032715007.0,21-12-2001,DF,BRASILIA,Q SQN 108 BLOCO D 603 APARTAMENTO CEP: 70744040,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.054,37","       1.054,37",-15.7628534,-47.8862306,"Asa Norte Superquadra Norte 108 BL D - Brasília, DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186605007,9701032835002.0,21-12-2001,DF,BRASILIA,Q SQS 316 BLOCO E 306 BLOCO E CEP: 70387050,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         982,00","         982,00",-15.8303649,-47.9275791,"Asa Sul Superquadra Sul 316 BL E - Asa Sul, Brasília - DF, 70387-000, Brazil"
IMOVEL FUNCIONAL,9701186615002,9701032845008.0,21-12-2001,DF,BRASILIA,Q SQN 104 BLOCO B 602 APARTAMENTO CEP: 70733020,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.014,00","       1.014,00",-15.7755694,-47.8840983,"Asa Norte Superquadra Norte 104 BL B - Asa Norte, Brasília - DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186625008,9701032865009.0,21-12-2001,DF,BRASILIA,Q SQN 307 BLOCO A 203  CEP: 70746010,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.054,37","       1.054,37",-15.7668538,-47.886866,"Asa Norte Superquadra Norte 307 BL A - Brasília, DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186635003,9701032895005.0,21-12-2001,DF,BRASILIA,Q SQS 109 BLOCO C 217  CEP: 70372030,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       2.265,00","       2.265,00",-15.8178514,-47.90694329999999,"Asa Sul Superquadra Sul 109 BL C - Asa Sul, Brasília - DF, 70372-000, Brazil"
IMOVEL FUNCIONAL,9701186655004,9701032935007.0,21-12-2001,DF,BRASILIA,Q SQN 308 BLOCO B 502  CEP: 70747020,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.054,38","       1.054,38",-15.7632913,-47.8879424,"Asa Norte Superquadra Norte 308 BL B - Brasília, DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186675005,9701032955008.0,21-12-2001,DF,BRASILIA,Q SQN 313 BLOCO B 107 APARTAMENTO CEP: 70766020,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.062,00","       1.062,00",-15.7483091,-47.8927614,"Asa Norte Superquadra Norte 313 BL B - Brasília, DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186685000,9701032965003.0,21-12-2001,DF,BRASILIA,Q SQS 302 BLOCO D 604 APARTAMENTO CEP: 70338040,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.065,00","       1.065,00",-15.801404,-47.89128119999999,"Asa Sul Superquadra Sul 302 BL D - Asa Sul, Brasília - DF, 70338-000, Brazil"
IMOVEL FUNCIONAL,9701186705001,9701033005003.0,21-12-2001,DF,BRASILIA,Q SQS 411 BLOCO I 106 APARTAMENTO CEP: 70277090,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         640,00","         640,00",-15.8267803,-47.9066027,"Asa Sul SQS 411 - Asa Sul, Brasília - DF, 70277-520, Brazil"
IMOVEL FUNCIONAL,9701186715007,9701033095002.0,21-12-2001,DF,BRASILIA,Q SQN 304 BLOCO A 106 APARTAMENTO CEP: 70736010,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       2.271,62","       2.271,62",-15.7755621,-47.8850639,"Asa Norte Superquadra Norte 304 BL A - Asa Norte, Brasília - DF, 70755-540, Brazil"
IMOVEL FUNCIONAL,9701186725002,9701033105008.0,21-12-2001,DF,BRASILIA,Q SQN 115 BLOCO C 307 APARTAMENTO CEP: 70772030,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.062,50","       1.062,50",-15.7422712,-47.8934332,"Asa Norte Superquadra Norte 115 BL C - Asa Norte, Brasília - DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186735008,9701033125009.0,21-12-2001,DF,BRASILIA,Q SQN 112 BLOCO I 202 APARTAMENTO CEP: 70762090,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.062,00","       1.062,00",-15.7508971,-47.8888464,"ERW - Norte, 112n - Asa Norte, Brasília - DF, 70762-090, Brazil"
IMOVEL FUNCIONAL,9701186755009,9701033145000.0,21-12-2001,DF,BRASILIA,Q SQN 112 BLOCO B 402 APARTAMENTO CEP: 70762020,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.062,50","       1.062,50",-15.7507117,-47.8908384,"SQN 112 Bl. B - Asa Norte Superquadra Norte 112 - Asa Norte, Brasília - DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186785005,9701033195007.0,21-12-2001,DF,BRASILIA,Q SQN 304 BLOCO D 606 APARTAMENTO CEP: 70736040,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       2.272,27","       2.272,27",-15.7751369,-47.8865472,"Asa Norte Superquadra Norte 304 BL D - Brasília, DF, 70755-540, Brazil"
IMOVEL FUNCIONAL,9701186825007,9701033305007.0,21-12-2001,DF,BRASILIA,Q SQS 207 BLOCO G 102 APARTAMENTO CEP: 70253070,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         484,26","         484,26",-15.8179419,-47.8995616,"SQS 207 Bl. G - Asa Sul Superquadra Sul 207 - Brasília, DF, 70253-070, Brazil"
IMOVEL FUNCIONAL,9701186855003,9701033405001.0,21-12-2001,DF,BRASILIA,Q SQS 116 BLOCO C 604  CEP: 70386030,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         902,81","         902,81",-15.8320023,-47.92497179999999,"Asa Sul Superquadra Sul 116 BL C - Asa Sul, Brasília - DF, 70386-000, Brazil"
IMOVEL FUNCIONAL,9701186865009,9701033435008.0,21-12-2001,DF,BRASILIA,Q SQN 106 BLOCO F 406 APARTAMENTO CEP: 70742060,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         982,68","         982,68",-15.7687465,-47.88430719999999,"Asa Norte Superquadra Norte 106 BL F - Brasília, DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186875004,9701075935009.0,21-12-2001,DF,BRASILIA,Q AOS 1 BLOCO A S/N BLOCO A APT 514 CEP: 70660011,AREA OCTOGONAL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.278,02","       1.278,02",-15.8079873,-47.9382093,"Octogonal Área Octogonal Sul 1 - Cruzeiro / Sudoeste / Octogonal, Brasília - DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186925001,9701030005002.0,21-12-2001,DF,BRASILIA,Q SQN 202 BLOCO G 404 APARTAMENTO CEP: 70832070,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.388,62","       1.388,62",-15.7813312,-47.8792869,"Asa Norte Superquadra Norte 202 BL G - Brasília, DF, 70297-400, Brazil"
IMOVEL FUNCIONAL,9701186955008,9701030115002.0,21-12-2001,DF,BRASILIA,Q SQN 108 BLOCO G 205 APARTAMENTO CEP: 70744070,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.054,37","       1.054,37",-15.7639302,-47.8856617,"0 - Asa Norte Superquadra Norte 108 - Asa Norte, Brasília - DF, 70744-070, Brazil"
IMOVEL FUNCIONAL,9701187005003,9701030185000.0,21-12-2001,DF,BRASILIA,Q SQN 308 BLOCO K 304  CEP: 70747110,ASA NORTE,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"       1.054,38","       1.054,38",-15.763646,-47.88981,"SQN 308 Bloco K - Asa Norte Superquadra Norte 308 - Brasília, DF, 70747-110, Brazil"
IMOVEL FUNCIONAL,9701187035000,9701030245003.0,21-12-2001,DF,BRASILIA,Q SQS 206 BLOCO H 605 APARTAMENTO CEP: 70252080,ASA SUL,NACIONAL INTERIOR,APARTAMENTO,Imóvel Funcional,União (Adm. Pub. Fed. direta),,"         982,68","         982,68",-15.8156416,-47.8968585,"ERL - Sul, 3356 - Brasília, DF, 70252-070, Brazil"
